# version=PROB-62-v1.0.0
# fields=id|category|name|speeds
000070|box_n2_H30|b000058|3,25
000071|box_n2_H30|b000059|3,26
000072|box_n2_H30|b000060|3,28
000073|box_n2_H30|b000061|3,29
000074|box_n2_H30|b000062|4,5
000075|box_n2_H30|b000063|4,7
000076|box_n2_H30|b000064|4,9
000077|box_n2_H30|b000065|4,11
000078|box_n2_H30|b000066|4,13
000079|box_n2_H30|b000067|4,15
000080|box_n2_H30|b000068|4,17
000081|box_n2_H30|b000069|4,19
000082|box_n2_H30|b000070|4,21
000083|box_n2_H30|b000071|4,23
000084|box_n2_H30|b000072|4,25
000085|box_n2_H30|b000073|4,27
000086|box_n2_H30|b000074|4,29
000087|box_n2_H30|b000075|5,6
000088|box_n2_H30|b000076|5,7
000089|box_n2_H30|b000077|5,8
000090|box_n2_H30|b000078|5,9
000091|box_n2_H30|b000079|5,11
000092|box_n2_H30|b000080|5,12
000093|box_n2_H30|b000081|5,13
000094|box_n2_H30|b000082|5,14
000095|box_n2_H30|b000083|5,16
000096|box_n2_H30|b000084|5,17
000097|box_n2_H30|b000085|5,18
000098|box_n2_H30|b000086|5,19
000099|box_n2_H30|b000087|5,21
000100|box_n2_H30|b000088|5,22
000101|box_n2_H30|b000089|5,23
000102|box_n2_H30|b000090|5,24
000103|box_n2_H30|b000091|5,26
000104|box_n2_H30|b000092|5,27
000105|box_n2_H30|b000093|5,28
000106|box_n2_H30|b000094|5,29
000107|box_n2_H30|b000095|6,7
000108|box_n2_H30|b000096|6,11
000109|box_n2_H30|b000097|6,13
000110|box_n2_H30|b000098|6,17
000111|box_n2_H30|b000099|6,19
000112|box_n2_H30|b000100|6,23
000113|box_n2_H30|b000101|6,25
000114|box_n2_H30|b000102|6,29
000115|box_n2_H30|b000103|7,8
000116|box_n2_H30|b000104|7,9
000117|box_n2_H30|b000105|7,10
000118|box_n2_H30|b000106|7,11
000119|box_n2_H30|b000107|7,12
000120|box_n2_H30|b000108|7,13
000121|box_n2_H30|b000109|7,15
000122|box_n2_H30|b000110|7,16
000123|box_n2_H30|b000111|7,17
000124|box_n2_H30|b000112|7,18
000125|box_n2_H30|b000113|7,19
000126|box_n2_H30|b000114|7,20
000127|box_n2_H30|b000115|7,22
000128|box_n2_H30|b000116|7,23
000129|box_n2_H30|b000117|7,24
000130|box_n2_H30|b000118|7,25
000131|box_n2_H30|b000119|7,26
000132|box_n2_H30|b000120|7,27
000133|box_n2_H30|b000121|7,29
000134|box_n2_H30|b000122|7,30
000135|box_n2_H30|b000123|8,9
000136|box_n2_H30|b000124|8,11
000137|box_n2_H30|b000125|8,13
000138|box_n2_H30|b000126|8,15
000139|box_n2_H30|b000127|8,17
000140|box_n2_H30|b000128|8,19
000141|box_n2_H30|b000129|8,21
000142|box_n2_H30|b000130|8,23
000143|box_n2_H30|b000131|8,25
000144|box_n2_H30|b000132|8,27
000145|box_n2_H30|b000133|8,29
000146|box_n2_H30|b000134|9,10
000147|box_n2_H30|b000135|9,11
000148|box_n2_H30|b000136|9,13
000149|box_n2_H30|b000137|9,14
000150|box_n2_H30|b000138|9,16
000151|box_n2_H30|b000139|9,17
000152|box_n2_H30|b000140|9,19
000153|box_n2_H30|b000141|9,20
000154|box_n2_H30|b000142|9,22
000155|box_n2_H30|b000143|9,23
000156|box_n2_H30|b000144|9,25
000157|box_n2_H30|b000145|9,26
000158|box_n2_H30|b000146|9,28
000159|box_n2_H30|b000147|9,29
000160|box_n2_H30|b000148|10,11
000161|box_n2_H30|b000149|10,13
000162|box_n2_H30|b000150|10,17
000163|box_n2_H30|b000151|10,19
000164|box_n2_H30|b000152|10,21
000165|box_n2_H30|b000153|10,23
000166|box_n2_H30|b000154|10,27
000167|box_n2_H30|b000155|10,29
000168|box_n2_H30|b000156|11,12
000169|box_n2_H30|b000157|11,13
000170|box_n2_H30|b000158|11,14
000171|box_n2_H30|b000159|11,15
000172|box_n2_H30|b000160|11,16
000173|box_n2_H30|b000161|11,17
000174|box_n2_H30|b000162|11,18
000175|box_n2_H30|b000163|11,19
000176|box_n2_H30|b000164|11,20
000177|box_n2_H30|b000165|11,21
000178|box_n2_H30|b000166|11,23
000179|box_n2_H30|b000167|11,24
000180|box_n2_H30|b000168|11,25
000181|box_n2_H30|b000169|11,26
000182|box_n2_H30|b000170|11,27
000183|box_n2_H30|b000171|11,28
000184|box_n2_H30|b000172|11,29
000185|box_n2_H30|b000173|11,30
000186|box_n2_H30|b000174|12,13
000187|box_n2_H30|b000175|12,17
000188|box_n2_H30|b000176|12,19
000189|box_n2_H30|b000177|12,23
000190|box_n2_H30|b000178|12,25
000191|box_n2_H30|b000179|12,29
000192|box_n2_H30|b000180|13,14
000193|box_n2_H30|b000181|13,15
000194|box_n2_H30|b000182|13,16
000195|box_n2_H30|b000183|13,17
000196|box_n2_H30|b000184|13,18
000197|box_n2_H30|b000185|13,19
000198|box_n2_H30|b000186|13,20
000199|box_n2_H30|b000187|13,21
000200|box_n2_H30|b000188|13,22
000201|box_n2_H30|b000189|13,23
000202|box_n2_H30|b000190|13,24
000203|box_n2_H30|b000191|13,25
000204|box_n2_H30|b000192|13,27
000205|box_n2_H30|b000193|13,28
000206|box_n2_H30|b000194|13,29
000207|box_n2_H30|b000195|13,30
000208|box_n2_H30|b000196|14,15
000209|box_n2_H30|b000197|14,17
000210|box_n2_H30|b000198|14,19
000211|box_n2_H30|b000199|14,23
000212|box_n2_H30|b000200|14,25
000213|box_n2_H30|b000201|14,27
000214|box_n2_H30|b000202|14,29
000215|box_n2_H30|b000203|15,16
000216|box_n2_H30|b000204|15,17
000217|box_n2_H30|b000205|15,19
000218|box_n2_H30|b000206|15,22
000219|box_n2_H30|b000207|15,23
000220|box_n2_H30|b000208|15,26
000221|box_n2_H30|b000209|15,28
000222|box_n2_H30|b000210|15,29
000223|box_n2_H30|b000211|16,17
000224|box_n2_H30|b000212|16,19
000225|box_n2_H30|b000213|16,21
000226|box_n2_H30|b000214|16,23
000227|box_n2_H30|b000215|16,25
000228|box_n2_H30|b000216|16,27
000229|box_n2_H30|b000217|16,29
000230|box_n2_H30|b000218|17,18
000231|box_n2_H30|b000219|17,19
000232|box_n2_H30|b000220|17,20
000233|box_n2_H30|b000221|17,21
000234|box_n2_H30|b000222|17,22
000235|box_n2_H30|b000223|17,23
000236|box_n2_H30|b000224|17,24
000237|box_n2_H30|b000225|17,25
000238|box_n2_H30|b000226|17,26
000239|box_n2_H30|b000227|17,27
000240|box_n2_H30|b000228|17,28
000241|box_n2_H30|b000229|17,29
000242|box_n2_H30|b000230|17,30
000243|box_n2_H30|b000231|18,19
000244|box_n2_H30|b000232|18,23
000245|box_n2_H30|b000233|18,25
000246|box_n2_H30|b000234|18,29
000247|box_n2_H30|b000235|19,20
000248|box_n2_H30|b000236|19,21
000249|box_n2_H30|b000237|19,22
000250|box_n2_H30|b000238|19,23
000251|box_n2_H30|b000239|19,24
000252|box_n2_H30|b000240|19,25
000253|box_n2_H30|b000241|19,26
000254|box_n2_H30|b000242|19,27
000255|box_n2_H30|b000243|19,28
000256|box_n2_H30|b000244|19,29
000257|box_n2_H30|b000245|19,30
000258|box_n2_H30|b000246|20,21
000259|box_n2_H30|b000247|20,23
000260|box_n2_H30|b000248|20,27
000261|box_n2_H30|b000249|20,29
000262|box_n2_H30|b000250|21,22
000263|box_n2_H30|b000251|21,23
000264|box_n2_H30|b000252|21,25
000265|box_n2_H30|b000253|21,26
000266|box_n2_H30|b000254|21,29
000267|box_n2_H30|b000255|22,23
000268|box_n2_H30|b000256|22,25
000269|box_n2_H30|b000257|22,27
000270|box_n2_H30|b000258|22,29
000271|box_n2_H30|b000259|23,24
000272|box_n2_H30|b000260|23,25
000273|box_n2_H30|b000261|23,26
000274|box_n2_H30|b000262|23,27
000275|box_n2_H30|b000263|23,28
000276|box_n2_H30|b000264|23,29
000277|box_n2_H30|b000265|23,30
000278|box_n2_H30|b000266|24,25
000279|box_n2_H30|b000267|24,29
000280|box_n2_H30|b000268|25,26
000281|box_n2_H30|b000269|25,27
000282|box_n2_H30|b000270|25,28
000283|box_n2_H30|b000271|25,29
000284|box_n2_H30|b000272|26,27
000285|box_n2_H30|b000273|26,29
000286|box_n2_H30|b000274|27,28
000287|box_n2_H30|b000275|27,29
000288|box_n2_H30|b000276|28,29
000289|box_n2_H30|b000277|29,30
000290|box_n3_H24|b000001|1,2,3
000291|box_n3_H24|b000002|1,2,4
000292|box_n3_H24|b000003|1,2,5
000293|box_n3_H24|b000004|1,2,6
000294|box_n3_H24|b000005|1,2,7
000295|box_n3_H24|b000006|1,2,8
000296|box_n3_H24|b000007|1,2,9
000297|box_n3_H24|b000008|1,2,10
000298|box_n3_H24|b000009|1,2,11
000299|box_n3_H24|b000010|1,2,12
000300|box_n3_H24|b000011|1,2,13
000301|box_n3_H24|b000012|1,2,14
000302|box_n3_H24|b000013|1,2,15
000303|box_n3_H24|b000014|1,2,16
000304|box_n3_H24|b000015|1,2,17
000305|box_n3_H24|b000016|1,2,18
000306|box_n3_H24|b000017|1,2,19
000307|box_n3_H24|b000018|1,2,20
000308|box_n3_H24|b000019|1,2,21
000309|box_n3_H24|b000020|1,2,22
000310|box_n3_H24|b000021|1,2,23
000311|box_n3_H24|b000022|1,2,24
000312|box_n3_H24|b000023|1,3,4
000313|box_n3_H24|b000024|1,3,5
000314|box_n3_H24|b000025|1,3,6
000315|box_n3_H24|b000026|1,3,7
000316|box_n3_H24|b000027|1,3,8
000317|box_n3_H24|b000028|1,3,9
000318|box_n3_H24|b000029|1,3,10
000319|box_n3_H24|b000030|1,3,11
000320|box_n3_H24|b000031|1,3,12
000321|box_n3_H24|b000032|1,3,13
000322|box_n3_H24|b000033|1,3,14
000323|box_n3_H24|b000034|1,3,15
000324|box_n3_H24|b000035|1,3,16
000325|box_n3_H24|b000036|1,3,17
000326|box_n3_H24|b000037|1,3,18
000327|box_n3_H24|b000038|1,3,19
000328|box_n3_H24|b000039|1,3,20
000329|box_n3_H24|b000040|1,3,21
000330|box_n3_H24|b000041|1,3,22
000331|box_n3_H24|b000042|1,3,23
000332|box_n3_H24|b000043|1,3,24
000333|box_n3_H24|b000044|1,4,5
000334|box_n3_H24|b000045|1,4,6
000335|box_n3_H24|b000046|1,4,7
000336|box_n3_H24|b000047|1,4,8
000337|box_n3_H24|b000048|1,4,9
000338|box_n3_H24|b000049|1,4,10
000339|box_n3_H24|b000050|1,4,11
000340|box_n3_H24|b000051|1,4,12
000341|box_n3_H24|b000052|1,4,13
000342|box_n3_H24|b000053|1,4,14
000343|box_n3_H24|b000054|1,4,15
000344|box_n3_H24|b000055|1,4,16
000345|box_n3_H24|b000056|1,4,17
000346|box_n3_H24|b000057|1,4,18
000347|box_n3_H24|b000058|1,4,19
000348|box_n3_H24|b000059|1,4,20
000349|box_n3_H24|b000060|1,4,21
000350|box_n3_H24|b000061|1,4,22
000351|box_n3_H24|b000062|1,4,23
000352|box_n3_H24|b000063|1,4,24
000353|box_n3_H24|b000064|1,5,6
000354|box_n3_H24|b000065|1,5,7
000355|box_n3_H24|b000066|1,5,8
000356|box_n3_H24|b000067|1,5,9
000357|box_n3_H24|b000068|1,5,10
000358|box_n3_H24|b000069|1,5,11
000359|box_n3_H24|b000070|1,5,12
000360|box_n3_H24|b000071|1,5,13
000361|box_n3_H24|b000072|1,5,14
000362|box_n3_H24|b000073|1,5,15
000363|box_n3_H24|b000074|1,5,16
000364|box_n3_H24|b000075|1,5,17
000365|box_n3_H24|b000076|1,5,18
000366|box_n3_H24|b000077|1,5,19
000367|box_n3_H24|b000078|1,5,20
000368|box_n3_H24|b000079|1,5,21
000369|box_n3_H24|b000080|1,5,22
000370|box_n3_H24|b000081|1,5,23
000371|box_n3_H24|b000082|1,5,24
000372|box_n3_H24|b000083|1,6,7
000373|box_n3_H24|b000084|1,6,8
000374|box_n3_H24|b000085|1,6,9
000375|box_n3_H24|b000086|1,6,10
000376|box_n3_H24|b000087|1,6,11
000377|box_n3_H24|b000088|1,6,12
000378|box_n3_H24|b000089|1,6,13
000379|box_n3_H24|b000090|1,6,14
000380|box_n3_H24|b000091|1,6,15
000381|box_n3_H24|b000092|1,6,16
000382|box_n3_H24|b000093|1,6,17
000383|box_n3_H24|b000094|1,6,18
000384|box_n3_H24|b000095|1,6,19
000385|box_n3_H24|b000096|1,6,20
000386|box_n3_H24|b000097|1,6,21
000387|box_n3_H24|b000098|1,6,22
000388|box_n3_H24|b000099|1,6,23
000389|box_n3_H24|b000100|1,6,24
000390|box_n3_H24|b000101|1,7,8
000391|box_n3_H24|b000102|1,7,9
000392|box_n3_H24|b000103|1,7,10
000393|box_n3_H24|b000104|1,7,11
000394|box_n3_H24|b000105|1,7,12
000395|box_n3_H24|b000106|1,7,13
000396|box_n3_H24|b000107|1,7,14
000397|box_n3_H24|b000108|1,7,15
000398|box_n3_H24|b000109|1,7,16
000399|box_n3_H24|b000110|1,7,17
000400|box_n3_H24|b000111|1,7,18
000401|box_n3_H24|b000112|1,7,19
000402|box_n3_H24|b000113|1,7,20
000403|box_n3_H24|b000114|1,7,21
000404|box_n3_H24|b000115|1,7,22
000405|box_n3_H24|b000116|1,7,23
000406|box_n3_H24|b000117|1,7,24
000407|box_n3_H24|b000118|1,8,9
000408|box_n3_H24|b000119|1,8,10
000409|box_n3_H24|b000120|1,8,11
000410|box_n3_H24|b000121|1,8,12
000411|box_n3_H24|b000122|1,8,13
000412|box_n3_H24|b000123|1,8,14
000413|box_n3_H24|b000124|1,8,15
000414|box_n3_H24|b000125|1,8,16
000415|box_n3_H24|b000126|1,8,17
000416|box_n3_H24|b000127|1,8,18
000417|box_n3_H24|b000128|1,8,19
000418|box_n3_H24|b000129|1,8,20
000419|box_n3_H24|b000130|1,8,21
000420|box_n3_H24|b000131|1,8,22
000421|box_n3_H24|b000132|1,8,23
000422|box_n3_H24|b000133|1,8,24
000423|box_n3_H24|b000134|1,9,10
000424|box_n3_H24|b000135|1,9,11
000425|box_n3_H24|b000136|1,9,12
000426|box_n3_H24|b000137|1,9,13
000427|box_n3_H24|b000138|1,9,14
000428|box_n3_H24|b000139|1,9,15
000429|box_n3_H24|b000140|1,9,16
000430|box_n3_H24|b000141|1,9,17
000431|box_n3_H24|b000142|1,9,18
000432|box_n3_H24|b000143|1,9,19
000433|box_n3_H24|b000144|1,9,20
000434|box_n3_H24|b000145|1,9,21
000435|box_n3_H24|b000146|1,9,22
000436|box_n3_H24|b000147|1,9,23
000437|box_n3_H24|b000148|1,9,24
000438|box_n3_H24|b000149|1,10,11
000439|box_n3_H24|b000150|1,10,12
000440|box_n3_H24|b000151|1,10,13
000441|box_n3_H24|b000152|1,10,14
000442|box_n3_H24|b000153|1,10,15
000443|box_n3_H24|b000154|1,10,16
000444|box_n3_H24|b000155|1,10,17
000445|box_n3_H24|b000156|1,10,18
000446|box_n3_H24|b000157|1,10,19
000447|box_n3_H24|b000158|1,10,20
000448|box_n3_H24|b000159|1,10,21
000449|box_n3_H24|b000160|1,10,22
000450|box_n3_H24|b000161|1,10,23
000451|box_n3_H24|b000162|1,10,24
000452|box_n3_H24|b000163|1,11,12
000453|box_n3_H24|b000164|1,11,13
000454|box_n3_H24|b000165|1,11,14
000455|box_n3_H24|b000166|1,11,15
000456|box_n3_H24|b000167|1,11,16
000457|box_n3_H24|b000168|1,11,17
000458|box_n3_H24|b000169|1,11,18
000459|box_n3_H24|b000170|1,11,19
000460|box_n3_H24|b000171|1,11,20
000461|box_n3_H24|b000172|1,11,21
000462|box_n3_H24|b000173|1,11,22
000463|box_n3_H24|b000174|1,11,23
000464|box_n3_H24|b000175|1,11,24
000465|box_n3_H24|b000176|1,12,13
000466|box_n3_H24|b000177|1,12,14
000467|box_n3_H24|b000178|1,12,15
000468|box_n3_H24|b000179|1,12,16
000469|box_n3_H24|b000180|1,12,17
000470|box_n3_H24|b000181|1,12,18
000471|box_n3_H24|b000182|1,12,19
000472|box_n3_H24|b000183|1,12,20
000473|box_n3_H24|b000184|1,12,21
000474|box_n3_H24|b000185|1,12,22
000475|box_n3_H24|b000186|1,12,23
000476|box_n3_H24|b000187|1,12,24
000477|box_n3_H24|b000188|1,13,14
000478|box_n3_H24|b000189|1,13,15
000479|box_n3_H24|b000190|1,13,16
000480|box_n3_H24|b000191|1,13,17
000481|box_n3_H24|b000192|1,13,18
000482|box_n3_H24|b000193|1,13,19
000483|box_n3_H24|b000194|1,13,20
000484|box_n3_H24|b000195|1,13,21
000485|box_n3_H24|b000196|1,13,22
000486|box_n3_H24|b000197|1,13,23
000487|box_n3_H24|b000198|1,13,24
000488|box_n3_H24|b000199|1,14,15
000489|box_n3_H24|b000200|1,14,16
000490|box_n3_H24|b000201|1,14,17
000491|box_n3_H24|b000202|1,14,18
000492|box_n3_H24|b000203|1,14,19
000493|box_n3_H24|b000204|1,14,20
000494|box_n3_H24|b000205|1,14,21
000495|box_n3_H24|b000206|1,14,22
000496|box_n3_H24|b000207|1,14,23
000497|box_n3_H24|b000208|1,14,24
000498|box_n3_H24|b000209|1,15,16
000499|box_n3_H24|b000210|1,15,17
000500|box_n3_H24|b000211|1,15,18
000501|box_n3_H24|b000212|1,15,19
000502|box_n3_H24|b000213|1,15,20
000503|box_n3_H24|b000214|1,15,21
000504|box_n3_H24|b000215|1,15,22
000505|box_n3_H24|b000216|1,15,23
000506|box_n3_H24|b000217|1,15,24
000507|box_n3_H24|b000218|1,16,17
000508|box_n3_H24|b000219|1,16,18
000509|box_n3_H24|b000220|1,16,19
000510|box_n3_H24|b000221|1,16,20
000511|box_n3_H24|b000222|1,16,21
000512|box_n3_H24|b000223|1,16,22
000513|box_n3_H24|b000224|1,16,23
000514|box_n3_H24|b000225|1,16,24
000515|box_n3_H24|b000226|1,17,18
000516|box_n3_H24|b000227|1,17,19
000517|box_n3_H24|b000228|1,17,20
000518|box_n3_H24|b000229|1,17,21
000519|box_n3_H24|b000230|1,17,22
000520|box_n3_H24|b000231|1,17,23
000521|box_n3_H24|b000232|1,17,24
000522|box_n3_H24|b000233|1,18,19
000523|box_n3_H24|b000234|1,18,20
000524|box_n3_H24|b000235|1,18,21
000525|box_n3_H24|b000236|1,18,22
000526|box_n3_H24|b000237|1,18,23
000527|box_n3_H24|b000238|1,18,24
000528|box_n3_H24|b000239|1,19,20
000529|box_n3_H24|b000240|1,19,21
000530|box_n3_H24|b000241|1,19,22
000531|box_n3_H24|b000242|1,19,23
000532|box_n3_H24|b000243|1,19,24
000533|box_n3_H24|b000244|1,20,21
000534|box_n3_H24|b000245|1,20,22
000535|box_n3_H24|b000246|1,20,23
000536|box_n3_H24|b000247|1,20,24
000537|box_n3_H24|b000248|1,21,22
000538|box_n3_H24|b000249|1,21,23
000539|box_n3_H24|b000250|1,21,24
000540|box_n3_H24|b000251|1,22,23
000541|box_n3_H24|b000252|1,22,24
000542|box_n3_H24|b000253|1,23,24
000543|box_n3_H24|b000254|2,3,4
000544|box_n3_H24|b000255|2,3,5
000545|box_n3_H24|b000256|2,3,6
000546|box_n3_H24|b000257|2,3,7
000547|box_n3_H24|b000258|2,3,8
000548|box_n3_H24|b000259|2,3,9
000549|box_n3_H24|b000260|2,3,10
000550|box_n3_H24|b000261|2,3,11
000551|box_n3_H24|b000262|2,3,12
000552|box_n3_H24|b000263|2,3,13
000553|box_n3_H24|b000264|2,3,14
000554|box_n3_H24|b000265|2,3,15
000555|box_n3_H24|b000266|2,3,16
000556|box_n3_H24|b000267|2,3,17
000557|box_n3_H24|b000268|2,3,18
000558|box_n3_H24|b000269|2,3,19
000559|box_n3_H24|b000270|2,3,20
000560|box_n3_H24|b000271|2,3,21
000561|box_n3_H24|b000272|2,3,22
000562|box_n3_H24|b000273|2,3,23
000563|box_n3_H24|b000274|2,3,24
000564|box_n3_H24|b000275|2,4,5
000565|box_n3_H24|b000276|2,4,7
000566|box_n3_H24|b000277|2,4,9
000567|box_n3_H24|b000278|2,4,11
000568|box_n3_H24|b000279|2,4,13
000569|box_n3_H24|b000280|2,4,15
000570|box_n3_H24|b000281|2,4,17
000571|box_n3_H24|b000282|2,4,19
000572|box_n3_H24|b000283|2,4,21
000573|box_n3_H24|b000284|2,4,23
000574|box_n3_H24|b000285|2,5,6
000575|box_n3_H24|b000286|2,5,7
000576|box_n3_H24|b000287|2,5,8
000577|box_n3_H24|b000288|2,5,9
000578|box_n3_H24|b000289|2,5,10
000579|box_n3_H24|b000290|2,5,11
000580|box_n3_H24|b000291|2,5,12
000581|box_n3_H24|b000292|2,5,13
000582|box_n3_H24|b000293|2,5,14
000583|box_n3_H24|b000294|2,5,15
000584|box_n3_H24|b000295|2,5,16
000585|box_n3_H24|b000296|2,5,17
000586|box_n3_H24|b000297|2,5,18
000587|box_n3_H24|b000298|2,5,19
000588|box_n3_H24|b000299|2,5,20
000589|box_n3_H24|b000300|2,5,21
000590|box_n3_H24|b000301|2,5,22
000591|box_n3_H24|b000302|2,5,23
000592|box_n3_H24|b000303|2,5,24
000593|box_n3_H24|b000304|2,6,7
000594|box_n3_H24|b000305|2,6,9
000595|box_n3_H24|b000306|2,6,11
000596|box_n3_H24|b000307|2,6,13
000597|box_n3_H24|b000308|2,6,15
000598|box_n3_H24|b000309|2,6,17
000599|box_n3_H24|b000310|2,6,19
000600|box_n3_H24|b000311|2,6,21
000601|box_n3_H24|b000312|2,6,23
000602|box_n3_H24|b000313|2,7,8
000603|box_n3_H24|b000314|2,7,9
000604|box_n3_H24|b000315|2,7,10
000605|box_n3_H24|b000316|2,7,11
000606|box_n3_H24|b000317|2,7,12
000607|box_n3_H24|b000318|2,7,13
000608|box_n3_H24|b000319|2,7,14
000609|box_n3_H24|b000320|2,7,15
000610|box_n3_H24|b000321|2,7,16
000611|box_n3_H24|b000322|2,7,17
000612|box_n3_H24|b000323|2,7,18
000613|box_n3_H24|b000324|2,7,19
000614|box_n3_H24|b000325|2,7,20
000615|box_n3_H24|b000326|2,7,21
000616|box_n3_H24|b000327|2,7,22
000617|box_n3_H24|b000328|2,7,23
000618|box_n3_H24|b000329|2,7,24
000619|box_n3_H24|b000330|2,8,9
000620|box_n3_H24|b000331|2,8,11
000621|box_n3_H24|b000332|2,8,13
000622|box_n3_H24|b000333|2,8,15
000623|box_n3_H24|b000334|2,8,17
000624|box_n3_H24|b000335|2,8,19
000625|box_n3_H24|b000336|2,8,21
000626|box_n3_H24|b000337|2,8,23
000627|box_n3_H24|b000338|2,9,10
000628|box_n3_H24|b000339|2,9,11
000629|box_n3_H24|b000340|2,9,12
000630|box_n3_H24|b000341|2,9,13
000631|box_n3_H24|b000342|2,9,14
000632|box_n3_H24|b000343|2,9,15
000633|box_n3_H24|b000344|2,9,16
000634|box_n3_H24|b000345|2,9,17
000635|box_n3_H24|b000346|2,9,18
000636|box_n3_H24|b000347|2,9,19
000637|box_n3_H24|b000348|2,9,20
000638|box_n3_H24|b000349|2,9,21
000639|box_n3_H24|b000350|2,9,22
000640|box_n3_H24|b000351|2,9,23
000641|box_n3_H24|b000352|2,9,24
000642|box_n3_H24|b000353|2,10,11
000643|box_n3_H24|b000354|2,10,13
000644|box_n3_H24|b000355|2,10,15
000645|box_n3_H24|b000356|2,10,17
000646|box_n3_H24|b000357|2,10,19
000647|box_n3_H24|b000358|2,10,21
000648|box_n3_H24|b000359|2,10,23
000649|box_n3_H24|b000360|2,11,12
000650|box_n3_H24|b000361|2,11,13
000651|box_n3_H24|b000362|2,11,14
000652|box_n3_H24|b000363|2,11,15
000653|box_n3_H24|b000364|2,11,16
000654|box_n3_H24|b000365|2,11,17
000655|box_n3_H24|b000366|2,11,18
000656|box_n3_H24|b000367|2,11,19
000657|box_n3_H24|b000368|2,11,20
000658|box_n3_H24|b000369|2,11,21
000659|box_n3_H24|b000370|2,11,22
000660|box_n3_H24|b000371|2,11,23
000661|box_n3_H24|b000372|2,11,24
000662|box_n3_H24|b000373|2,12,13
000663|box_n3_H24|b000374|2,12,15
000664|box_n3_H24|b000375|2,12,17
000665|box_n3_H24|b000376|2,12,19
000666|box_n3_H24|b000377|2,12,21
000667|box_n3_H24|b000378|2,12,23
000668|box_n3_H24|b000379|2,13,14
000669|box_n3_H24|b000380|2,13,15
000670|box_n3_H24|b000381|2,13,16
000671|box_n3_H24|b000382|2,13,17
000672|box_n3_H24|b000383|2,13,18
000673|box_n3_H24|b000384|2,13,19
000674|box_n3_H24|b000385|2,13,20
000675|box_n3_H24|b000386|2,13,21
000676|box_n3_H24|b000387|2,13,22
000677|box_n3_H24|b000388|2,13,23
000678|box_n3_H24|b000389|2,13,24
000679|box_n3_H24|b000390|2,14,15
000680|box_n3_H24|b000391|2,14,17
000681|box_n3_H24|b000392|2,14,19
000682|box_n3_H24|b000393|2,14,21
000683|box_n3_H24|b000394|2,14,23
000684|box_n3_H24|b000395|2,15,16
