50	N_spike,large_N_multiple,raw_mutation_N	1,2,3,4,12
51	N_spike,raw_mutation_N	1,2,3,4,18
52	N_spike,large_N_multiple,raw_mutation_N	1,2,3,4,30
53	N_spike,raw_mutation_N	1,2,3,4,48
54	N_spike,raw_mutation_N	1,2,3,4,78
55	N_spike	1,2,3,4,126
56	N_spike,large_N_multiple	1,2,3,4,300
57	N_spike,large_N_multiple	1,2,3,4,1200
58	N_spike,large_N_multiple	1,2,3,4,5,7
59	N_spike,large_N_multiple	1,2,3,4,5,14
60	N_spike	1,2,3,4,5,21
61	N_spike,large_N_multiple	1,2,3,4,5,35
62	N_spike	1,2,3,4,5,56
63	N_spike	1,2,3,4,5,91
64	N_spike	1,2,3,4,5,147
65	N_spike,large_N_multiple	1,2,3,4,5,350
66	N_spike,large_N_multiple	1,2,3,4,5,1400
67	N_spike,large_N_multiple	1,2,3,4,5,6,8
68	N_spike,large_N_multiple	1,2,3,4,5,6,16
69	N_spike	1,2,3,4,5,6,24
70	N_spike,affine_residue,large_N_multiple	1,2,3,4,5,6,40
71	N_spike	1,2,3,4,5,6,64
72	N_spike	1,2,3,4,5,6,104
73	N_spike	1,2,3,4,5,6,168
74	N_spike,large_N_multiple	1,2,3,4,5,6,400
75	N_spike,large_N_multiple	1,2,3,4,5,6,1600
76	N_spike,large_N_multiple	1,2,3,4,5,6,7,9
77	N_spike,large_N_multiple	1,2,3,4,5,6,7,18
78	N_spike	1,2,3,4,5,6,7,27
79	N_spike,large_N_multiple	1,2,3,4,5,6,7,45
80	N_spike	1,2,3,4,5,6,7,72
81	N_spike	1,2,3,4,5,6,7,117
82	N_spike	1,2,3,4,5,6,7,189
83	N_spike,large_N_multiple	1,2,3,4,5,6,7,450
84	N_spike,large_N_multiple	1,2,3,4,5,6,7,1800
85	N_spike,large_N_multiple	1,2,3,4,5,6,7,8,10
86	N_spike,large_N_multiple	1,2,3,4,5,6,7,8,20
87	N_spike	1,2,3,4,5,6,7,8,30
88	N_spike,large_N_multiple	1,2,3,4,5,6,7,8,50
89	N_spike	1,2,3,4,5,6,7,8,80
90	N_spike	1,2,3,4,5,6,7,8,130
91	N_spike	1,2,3,4,5,6,7,8,210
92	N_spike,large_N_multiple	1,2,3,4,5,6,7,8,500
93	N_spike,large_N_multiple	1,2,3,4,5,6,7,8,2000
94	N_spike,large_N_multiple	1,2,3,4,5,6,7,8,9,11
95	N_spike,large_N_multiple	1,2,3,4,5,6,7,8,9,22
96	N_spike	1,2,3,4,5,6,7,8,9,33
97	N_spike,large_N_multiple	1,2,3,4,5,6,7,8,9,55
98	N_spike	1,2,3,4,5,6,7,8,9,88
99	N_spike	1,2,3,4,5,6,7,8,9,143
100	N_spike	1,2,3,4,5,6,7,8,9,231
101	N_spike,large_N_multiple	1,2,3,4,5,6,7,8,9,550
102	N_spike,large_N_multiple	1,2,3,4,5,6,7,8,9,2200
103	N_spike,large_N_multiple	1,2,3,4,5,6,7,8,9,10,12
104	N_spike,large_N_multiple	1,2,3,4,5,6,7,8,9,10,24
105	N_spike	1,2,3,4,5,6,7,8,9,10,36
106	N_spike,large_N_multiple	1,2,3,4,5,6,7,8,9,10,60
107	N_spike	1,2,3,4,5,6,7,8,9,10,96
108	N_spike	1,2,3,4,5,6,7,8,9,10,156
109	N_spike	1,2,3,4,5,6,7,8,9,10,252
110	N_spike,large_N_multiple	1,2,3,4,5,6,7,8,9,10,600
111	N_spike,large_N_multiple	1,2,3,4,5,6,7,8,9,10,2400
112	N_spike,large_N_multiple	1,2,3,4,5,6,7,8,9,10,11,13
113	N_spike,large_N_multiple	1,2,3,4,5,6,7,8,9,10,11,26
114	N_spike	1,2,3,4,5,6,7,8,9,10,11,39
115	N_spike,large_N_multiple	1,2,3,4,5,6,7,8,9,10,11,65
116	N_spike	1,2,3,4,5,6,7,8,9,10,11,104
117	N_spike	1,2,3,4,5,6,7,8,9,10,11,169
118	N_spike	1,2,3,4,5,6,7,8,9,10,11,273
119	N_spike,large_N_multiple	1,2,3,4,5,6,7,8,9,10,11,650
120	N_spike,large_N_multiple	1,2,3,4,5,6,7,8,9,10,11,2600
121	affine_residue,raw_mutation,raw_mutation_N	1,2,4,5
122	affine_residue,raw_mutation_N	1,2,4,25
123	affine_residue,raw_mutation_N	2,3,4,55
124	affine_residue,raw_mutation,raw_mutation_N	2,3,4,5
125	affine_residue,raw_mutation_N	3,4,5,10
126	affine_residue,raw_mutation_N	2,3,4,25
127	affine_residue	2,4,5,55
128	affine_residue,deterministic_mutation	3,5,6,10
129	affine_residue	4,5,6,25
130	affine_residue,raw_mutation_N	3,4,6,55
131	affine_residue,raw_mutation_N	4,5,6,7
132	affine_residue,raw_mutation_N	4,5,7,10
133	affine_residue,raw_mutation_N	4,6,7,25
134	affine_residue	4,5,6,55
135	affine_residue	5,6,7,10
136	affine_residue	5,6,8,25
137	affine_residue	6,7,8,55
138	affine_residue,raw_mutation	2,4,5,6
139	affine_residue	2,4,6,25
140	affine_residue	2,6,8,55
141	affine_residue	3,7,9,10
142	affine_residue	5,7,9,25
143	affine_residue	3,5,9,55
144	affine_residue,deterministic_mutation	4,5,8,10
145	affine_residue	4,8,10,25
146	affine_residue	4,6,8,55
147	affine_residue	5,7,9,10
148	affine_residue	5,7,11,25
149	affine_residue	7,9,11,55
150	affine_residue	5,6,8,10
151	affine_residue	6,8,10,25
152	affine_residue	6,10,12,55
153	affine_residue	5,6,9,12
154	affine_residue	3,9,10,12
155	affine_residue	6,9,12,25
156	affine_residue	3,6,12,55
157	affine_residue	4,5,10,13
158	affine_residue	4,7,10,13
159	affine_residue	4,10,13,25
160	affine_residue	4,7,10,55
161	affine_residue	5,8,10,11
162	affine_residue	5,8,14,25
163	affine_residue	8,11,14,55
164	affine_residue	9,10,12,15
165	affine_residue	6,12,15,55
166	affine_residue	5,10,13,16
167	affine_residue	7,10,13,16
168	affine_residue	10,13,16,25
169	affine_residue	7,10,16,55
170	affine_residue	5,6,11,16
171	affine_residue	10,11,16,21
172	affine_residue	6,11,16,25
173	affine_residue	6,16,21,55
174	affine_residue	5,12,17,22
175	affine_residue	7,10,17,22
176	affine_residue	12,17,22,25
177	affine_residue	7,12,22,55
178	affine_residue	5,8,18,23
179	affine_residue	8,10,13,23
180	affine_residue	8,18,23,25
181	affine_residue	8,13,18,55
182	affine_residue	5,9,14,24
183	affine_residue	9,10,14,19
184	affine_residue,deterministic_mutation	9,14,24,25
185	affine_residue	14,19,24,55
186	affine_residue	5,14,21,28
187	affine_residue	7,10,21,28
188	affine_residue	14,21,25,28
189	affine_residue	7,14,28,55
190	affine_residue	5,8,22,29
191	affine_residue	8,10,15,29
192	affine_residue	8,22,25,29
193	affine_residue	8,15,22,55
194	affine_residue	5,9,16,30
195	affine_residue	9,10,16,23
196	affine_residue	9,16,25,30
197	affine_residue	16,23,30,55
198	affine_residue	5,10,17,24
199	affine_residue	10,17,24,31
200	affine_residue	10,17,24,25
201	affine_residue	10,24,31,55
202	affine_residue	5,18,25,32
203	affine_residue	10,11,25,32
204	affine_residue	11,18,32,55
205	affine_residue	5,22,33,44
206	affine_residue	10,11,33,44
207	affine_residue	22,25,33,44
208	affine_residue	5,12,34,45
209	affine_residue	10,12,23,45
210	affine_residue	12,25,34,45
211	affine_residue	12,23,34,55
212	affine_residue	5,13,24,46
213	affine_residue	10,13,24,35
214	affine_residue	13,24,25,46
215	affine_residue	24,35,46,55
216	affine_residue	5,14,25,36
217	affine_residue	10,25,36,47
218	affine_residue	14,36,47,55
219	affine_residue	5,26,37,48
220	affine_residue	10,15,37,48
221	affine_residue	25,26,37,48
222	affine_residue	15,26,48,55
223	affine_residue,raw_mutation_N,deterministic_mutation	1,2,4,5,6
224	affine_residue,raw_mutation_N	1,2,3,5,12
225	affine_residue,raw_mutation_N	1,3,4,5,30
226	affine_residue,raw_mutation_N	1,2,4,5,66
227	affine_residue,raw_mutation_N	2,3,4,5,12
228	affine_residue	2,3,5,6,30
229	affine_residue	2,3,4,6,66
230	affine_residue	4,5,6,7,12
231	affine_residue,raw_mutation_N	3,4,5,7,30
232	affine_residue,raw_mutation_N	3,4,5,6,66
233	affine_residue	4,6,7,8,12
234	affine_residue	4,5,6,7,30
235	affine_residue	5,6,7,8,66
236	affine_residue	5,6,7,8,9
237	affine_residue	5,6,8,9,12
238	affine_residue	6,7,8,9,30
239	affine_residue	5,7,8,9,66
240	affine_residue	6,7,8,10,12
241	affine_residue	6,8,9,10,30
242	affine_residue	6,7,9,10,66
243	affine_residue,raw_mutation,raw_mutation_N	3,5,6,7,9
244	affine_residue	5,7,9,11,12
245	affine_residue	3,5,7,11,30
246	affine_residue,raw_mutation_N	3,5,7,9,66
247	affine_residue	5,6,9,11,13
248	affine_residue	5,7,11,12,13
249	affine_residue	7,9,11,13,30
250	affine_residue	5,9,11,13,66
251	affine_residue	6,7,9,11,15
252	affine_residue	7,9,11,12,13
253	affine_residue	7,9,13,15,30
254	affine_residue	7,9,11,15,66
255	affine_residue	6,7,10,13,16
256	affine_residue	4,10,12,13,16
257	affine_residue	4,7,10,13,30
258	affine_residue	7,10,13,16,66
259	affine_residue	5,6,11,14,17
260	affine_residue	5,8,12,14,17
261	affine_residue	8,11,14,17,30
262	affine_residue	5,11,14,17,66
263	affine_residue	6,7,10,13,19
264	affine_residue	7,10,12,13,16
265	affine_residue	7,10,16,19,30
266	affine_residue	7,10,13,19,66
267	affine_residue	6,8,11,14,17
268	affine_residue	11,12,14,17,20
269	affine_residue	8,11,14,20,30
270	affine_residue	8,11,14,17,66
271	affine_residue	5,6,15,20,25
272	affine_residue	5,10,12,20,25
273	affine_residue	5,15,20,25,66
274	affine_residue	6,11,12,16,26
275	affine_residue	6,16,21,26,30
276	affine_residue	6,11,21,26,66
277	affine_residue	6,7,12,17,27
278	affine_residue	7,12,22,27,30
279	affine_residue	7,12,17,27,66
280	affine_residue	6,8,13,18,23
281	affine_residue	12,13,18,23,28
282	affine_residue	8,13,18,28,30
283	affine_residue	8,13,18,23,66
284	affine_residue	6,14,19,24,29
285	affine_residue	9,12,19,24,29
286	affine_residue	9,14,19,24,30
287	affine_residue	14,19,24,29,66
288	affine_residue	6,10,20,25,30
289	affine_residue	10,12,15,25,30
290	affine_residue	10,20,25,30,66
291	affine_residue	6,7,14,21,35
292	affine_residue	7,12,14,21,28
293	affine_residue	7,14,28,30,35
294	affine_residue	7,14,21,35,66
295	affine_residue	6,8,15,22,29
296	affine_residue	12,15,22,29,36
297	affine_residue	8,15,22,30,36
298	affine_residue	8,15,22,29,66
299	affine_residue	6,16,23,30,37
300	affine_residue	9,12,23,30,37
301	affine_residue	16,23,30,37,66
302	affine_residue	6,10,24,31,38
303	affine_residue	10,12,17,31,38
304	affine_residue	17,24,30,31,38
305	affine_residue	10,24,31,38,66
306	affine_residue	6,11,18,32,39
307	affine_residue	11,12,18,25,39
308	affine_residue	11,25,30,32,39
309	affine_residue	11,18,32,39,66
310	affine_residue	6,12,19,26,40
311	affine_residue	12,19,30,33,40
312	affine_residue	12,19,26,40,66
313	affine_residue	6,11,22,44,55
314	affine_residue	11,12,22,33,55
315	affine_residue	11,30,33,44,55
316	affine_residue	6,12,23,34,56
317	affine_residue	12,23,30,45,56
318	affine_residue	12,23,34,56,66
319	affine_residue	6,13,24,35,46
320	affine_residue	12,24,35,46,57
321	affine_residue	13,24,30,35,57
322	affine_residue	13,24,35,46,66
323	affine_residue	6,25,36,47,58
324	affine_residue	12,14,36,47,58
325	affine_residue	14,25,30,36,47
326	affine_residue	25,36,47,58,66
327	affine_residue	6,15,37,48,59
328	affine_residue	12,15,26,48,59
329	affine_residue	26,30,37,48,59
330	affine_residue	15,37,48,59,66
331	affine_residue	6,16,27,49,60
332	affine_residue	12,16,27,38,60
333	affine_residue	16,30,38,49,60
334	affine_residue	16,27,49,60,66
335	affine_residue	1,2,4,5,6,7
336	affine_residue	1,2,3,5,6,14
337	affine_residue	2,3,4,5,6,35
338	affine_residue	2,3,4,5,6,77
339	affine_residue	2,3,4,5,7,14
340	affine_residue	2,4,5,6,7,35
341	affine_residue	2,4,5,6,7,77
342	affine_residue	3,4,5,6,7,8
343	affine_residue	3,4,5,6,7,14
344	affine_residue	3,4,6,7,8,35
345	affine_residue	3,4,6,7,8,77
346	affine_residue	5,6,7,8,9,14
347	affine_residue	4,5,6,8,9,35
348	affine_residue	4,5,6,8,9,77
349	affine_residue	5,7,8,9,10,14
350	affine_residue	5,6,7,8,10,35
351	affine_residue	5,6,7,8,10,77
352	affine_residue	6,7,8,9,10,11
353	affine_residue	6,7,9,10,11,14
354	affine_residue	6,7,8,9,10,35
355	affine_residue	6,7,8,9,10,77
356	affine_residue	7,8,9,11,12,14
357	affine_residue	8,9,10,11,12,35
358	affine_residue	8,9,10,11,12,77
359	affine_residue	2,4,6,7,10,12
360	affine_residue	2,6,8,10,12,35
361	affine_residue	2,6,8,10,12,77
362	affine_residue	3,5,7,9,11,14
363	affine_residue	3,5,9,11,13,35
364	affine_residue	3,5,9,11,13,77
365	affine_residue	4,6,7,8,10,12
366	affine_residue	4,6,8,12,14,35
367	affine_residue	4,6,8,12,14,77
368	affine_residue	5,9,11,13,14,15
369	affine_residue	5,7,9,11,15,35
370	affine_residue	5,7,9,11,15,77
371	affine_residue	6,7,10,12,14,16
372	affine_residue	6,8,10,12,14,35
373	affine_residue	6,8,10,12,14,77
374	affine_residue	7,9,11,14,15,17
375	affine_residue	9,11,13,15,17,35
376	affine_residue	9,11,13,15,17,77
377	affine_residue	7,8,10,12,16,18
378	affine_residue	8,12,14,16,18,35
379	affine_residue	8,12,14,16,18,77
380	affine_residue	3,6,7,9,12,18
381	affine_residue	3,6,9,12,14,15
382	affine_residue	3,6,12,15,18,35
383	affine_residue	3,6,12,15,18,77
384	affine_residue	7,10,13,14,16,19
385	affine_residue	4,7,10,16,19,35
386	affine_residue	4,7,10,16,19,77
387	affine_residue	7,8,11,14,17,20
388	affine_residue	5,8,11,14,20,35
389	affine_residue	5,8,11,14,20,77
390	affine_residue	6,7,12,15,18,21
391	affine_residue	6,9,14,15,18,21
392	affine_residue	6,9,12,15,18,35
393	affine_residue	6,9,12,15,18,77
394	affine_residue	7,10,13,14,19,22
395	affine_residue	10,13,16,19,22,35
396	affine_residue	10,13,16,19,22,77
397	affine_residue	7,8,11,14,20,23
398	affine_residue	8,14,17,20,23,35
399	affine_residue	8,14,17,20,23,77
400	affine_residue	7,9,12,15,18,24
401	affine_residue	9,12,14,15,18,21
402	affine_residue	9,12,18,21,24,35
403	affine_residue	9,12,18,21,24,77
404	affine_residue	7,10,15,20,25,30
405	affine_residue	5,14,15,20,25,30
406	affine_residue	5,10,15,20,30,77
407	affine_residue	6,7,16,21,26,31
408	affine_residue	6,11,14,21,26,31
409	affine_residue	6,11,16,21,26,35
410	affine_residue	6,11,16,21,26,77
411	affine_residue	7,12,14,17,27,32
412	affine_residue	12,17,22,27,32,35
413	affine_residue	12,17,22,27,32,77
414	affine_residue	7,8,13,18,28,33
415	affine_residue	8,13,14,18,23,33
416	affine_residue	8,18,23,28,33,35
417	affine_residue	8,18,23,28,33,77
418	affine_residue	7,9,14,19,24,34
419	affine_residue	9,14,24,29,34,35
420	affine_residue	9,14,24,29,34,77
421	affine_residue	14,15,20,25,30,35
422	affine_residue	10,15,20,30,35,77
423	affine_residue	7,16,21,26,31,36
424	affine_residue	11,14,21,26,31,36
425	affine_residue	11,16,21,26,35,36
426	affine_residue	11,16,21,26,36,77
427	affine_residue	7,8,15,22,36,43
428	affine_residue	8,14,15,22,29,43
429	affine_residue	8,22,29,35,36,43
430	affine_residue	8,22,29,36,43,77
431	affine_residue	7,9,16,23,30,44
432	affine_residue	9,14,16,23,30,37
433	affine_residue	9,16,30,35,37,44
434	affine_residue	9,16,30,37,44,77
435	affine_residue	7,10,17,24,31,38
436	affine_residue	14,17,24,31,38,45
437	affine_residue	10,17,24,35,38,45
438	affine_residue	10,17,24,38,45,77
439	affine_residue	7,18,25,32,39,46
440	affine_residue	11,14,25,32,39,46
441	affine_residue	11,18,25,32,35,46
442	affine_residue	11,18,25,32,46,77
443	affine_residue	7,12,26,33,40,47
444	affine_residue	12,14,19,33,40,47
445	affine_residue	12,19,26,33,35,40
446	affine_residue	12,19,26,33,40,77
447	affine_residue	7,13,20,34,41,48
448	affine_residue	13,14,20,27,41,48
449	affine_residue	20,27,34,35,41,48
450	affine_residue	20,27,34,41,48,77
451	affine_residue	7,22,33,44,55,66
452	affine_residue	11,14,33,44,55,66
453	affine_residue	11,22,33,35,44,66
454	affine_residue	7,12,34,45,56,67
455	affine_residue	12,14,23,45,56,67
456	affine_residue	12,23,34,35,45,56
457	affine_residue	12,23,34,45,56,77
458	affine_residue	7,13,24,46,57,68
459	affine_residue	13,14,24,35,57,68
460	affine_residue	24,35,46,57,68,77
461	affine_residue	7,14,25,36,58,69
462	affine_residue	14,35,36,47,58,69
463	affine_residue	14,36,47,58,69,77
464	affine_residue	7,15,26,37,48,70
465	affine_residue	14,15,26,37,48,59
466	affine_residue	15,26,35,48,59,70
467	affine_residue	15,26,48,59,70,77
468	affine_residue	7,16,27,38,49,60
469	affine_residue	14,27,38,49,60,71
470	affine_residue	16,27,35,38,60,71
471	affine_residue	16,27,38,60,71,77
472	affine_residue	7,28,39,50,61,72
473	affine_residue	14,17,39,50,61,72
474	affine_residue	17,28,35,39,50,72
475	affine_residue	17,28,39,50,72,77
476	affine_residue	1,2,4,5,6,7,8
477	affine_residue	1,2,3,5,6,7,16
478	affine_residue	1,2,3,4,5,7,88
479	affine_residue	2,3,4,5,7,8,16
480	affine_residue	3,4,5,6,7,8,40
481	affine_residue	2,3,4,5,6,7,88
482	affine_residue	3,4,5,6,7,9,16
483	affine_residue	3,5,6,7,8,9,40
484	affine_residue	4,5,6,7,8,9,88
485	affine_residue	4,5,6,7,8,9,16
486	affine_residue	4,5,7,8,9,10,40
487	affine_residue	4,6,7,8,9,10,88
488	affine_residue	6,7,8,9,10,11,16
489	affine_residue	5,6,7,9,10,11,40
490	affine_residue	5,6,8,9,10,11,88
491	affine_residue	6,8,9,10,11,12,16
492	affine_residue	6,7,8,9,11,12,40
493	affine_residue	6,7,8,10,11,12,88
494	affine_residue	7,8,9,10,11,12,13
495	affine_residue	7,8,10,11,12,13,16
496	affine_residue	7,8,9,10,11,13,40
497	affine_residue	7,8,9,10,12,13,88
498	affine_residue	8,9,10,12,13,14,16
499	affine_residue	8,9,10,11,12,13,40
500	affine_residue	8,9,10,11,12,14,88
501	affine_residue	3,5,7,8,9,13,15
502	affine_residue	3,5,7,9,11,15,16
503	affine_residue	3,7,9,11,13,15,40
504	affine_residue	5,7,9,11,13,15,88
505	affine_residue	5,7,8,9,11,13,15
506	affine_residue	7,9,11,13,15,16,17
507	affine_residue	5,7,9,13,15,17,40
508	affine_residue	5,7,11,13,15,17,88
509	affine_residue	7,8,11,13,15,17,19
510	affine_residue	7,9,13,15,16,17,19
511	affine_residue	7,9,11,13,15,19,40
512	affine_residue	7,9,11,13,17,19,88
513	affine_residue	8,9,11,13,17,19,21
514	affine_residue	9,11,13,15,16,19,21
515	affine_residue	11,13,15,17,19,21,40
516	affine_residue	9,11,13,15,17,19,88
517	affine_residue	3,6,8,9,12,18,21
518	affine_residue	3,6,9,12,15,16,21
519	affine_residue	3,9,12,15,18,21,40
520	affine_residue	6,9,12,15,18,21,88
521	affine_residue	4,7,8,10,13,16,22
522	affine_residue	4,7,13,16,19,22,40
523	affine_residue	4,10,13,16,19,22,88
524	affine_residue	8,11,14,16,17,20,23
525	affine_residue	5,8,11,17,20,23,40
526	affine_residue	5,8,14,17,20,23,88
527	affine_residue	8,9,12,15,18,21,24
528	affine_residue	6,12,15,16,18,21,24
529	affine_residue	6,9,12,15,21,24,40
530	affine_residue	6,9,12,18,21,24,88
531	affine_residue	7,8,13,16,19,22,25
532	affine_residue	7,10,13,16,19,25,40
533	affine_residue	7,10,13,16,22,25,88
534	affine_residue	8,11,14,16,20,23,26
535	affine_residue	8,11,14,17,20,23,40
536	affine_residue	8,11,14,17,20,26,88
537	affine_residue	8,9,12,15,21,24,27
538	affine_residue	9,12,15,16,18,24,27
539	affine_residue	12,15,18,21,24,27,40
540	affine_residue	9,12,15,18,21,24,88
541	affine_residue	8,10,13,16,19,25,28
542	affine_residue	10,16,19,22,25,28,40
543	affine_residue	13,16,19,22,25,28,88
544	affine_residue	5,8,10,15,20,25,30
545	affine_residue	10,15,16,20,25,30,35
546	affine_residue	5,10,20,25,30,35,88
547	affine_residue	8,11,16,21,26,31,36
548	affine_residue	6,11,16,21,31,36,40
549	affine_residue	6,11,16,26,31,36,88
550	affine_residue	7,8,17,22,27,32,37
551	affine_residue	7,12,16,22,27,32,37
552	affine_residue	7,12,17,22,27,37,40
553	affine_residue	7,12,17,22,32,37,88
554	affine_residue	8,13,16,18,28,33,38
555	affine_residue	8,13,18,23,28,33,40
556	affine_residue	8,13,18,23,28,38,88
557	affine_residue	8,9,14,19,29,34,39
558	affine_residue	9,14,16,19,24,34,39
559	affine_residue	14,19,24,29,34,39,40
560	affine_residue	9,14,19,24,29,34,88
561	affine_residue	8,10,15,20,25,35,40
562	affine_residue	10,15,16,20,25,30,40
563	affine_residue	15,20,25,30,35,40,88
564	affine_residue	8,11,16,21,26,31,41
565	affine_residue	11,16,26,31,36,40,41
566	affine_residue	11,21,26,31,36,41,88
567	affine_residue	8,12,17,22,27,32,37
568	affine_residue	16,17,22,27,32,37,42
569	affine_residue	12,17,22,32,37,40,42
570	affine_residue	12,17,27,32,37,42,88
571	affine_residue	7,8,21,28,35,42,49
572	affine_residue	7,14,16,28,35,42,49
573	affine_residue	7,14,21,28,35,40,49
574	affine_residue	7,14,21,28,42,49,88
575	affine_residue	8,15,16,22,36,43,50
576	affine_residue	8,15,22,29,36,40,43
577	affine_residue	8,15,22,29,36,50,88
578	affine_residue	8,9,16,23,37,44,51
579	affine_residue	16,23,30,37,40,44,51
580	affine_residue	9,16,23,30,37,44,88
581	affine_residue	8,10,17,24,31,45,52
582	affine_residue	10,16,17,24,31,38,52
583	affine_residue	10,24,31,38,40,45,52
584	affine_residue	17,24,31,38,45,52,88
585	affine_residue	8,11,18,25,32,39,53
586	affine_residue	11,16,18,25,32,39,46
587	affine_residue	11,18,32,39,40,46,53
588	affine_residue	11,25,32,39,46,53,88
589	affine_residue	8,12,19,26,33,40,47
590	affine_residue	16,19,26,33,40,47,54
591	affine_residue	12,19,33,40,47,54,88
592	affine_residue	8,20,27,34,41,48,55
593	affine_residue	13,16,27,34,41,48,55
594	affine_residue	13,20,27,34,40,48,55
595	affine_residue	13,20,27,41,48,55,88
596	affine_residue	8,14,28,35,42,49,56
597	affine_residue	14,16,21,35,42,49,56
598	affine_residue	14,21,28,35,40,42,56
599	affine_residue	14,21,28,35,49,56,88
600	affine_residue	8,11,22,33,44,55,77
601	affine_residue	11,16,22,33,44,55,66
602	affine_residue	11,22,40,44,55,66,77
603	affine_residue	8,12,23,34,45,56,67
604	affine_residue	16,23,34,45,56,67,78
605	affine_residue	12,23,34,40,56,67,78
606	affine_residue	12,23,45,56,67,78,88
607	affine_residue	8,24,35,46,57,68,79
608	affine_residue	13,16,35,46,57,68,79
609	affine_residue	13,24,35,40,46,68,79
610	affine_residue	13,24,35,57,68,79,88
611	affine_residue	8,14,36,47,58,69,80
612	affine_residue	14,16,25,47,58,69,80
613	affine_residue	14,25,36,40,47,58,80
614	affine_residue	14,25,36,47,69,80,88
615	affine_residue	8,15,26,48,59,70,81
616	affine_residue	15,16,26,37,59,70,81
617	affine_residue	15,26,37,40,48,59,70
618	affine_residue	15,26,37,48,59,81,88
619	affine_residue	8,16,27,38,60,71,82
620	affine_residue	27,38,40,49,60,71,82
621	affine_residue	16,27,38,49,60,71,88
622	affine_residue	8,17,28,39,50,72,83
623	affine_residue	16,17,28,39,50,61,83
624	affine_residue	17,39,40,50,61,72,83
625	affine_residue	28,39,50,61,72,83,88
626	affine_residue	8,18,29,40,51,62,84
627	affine_residue	16,18,29,40,51,62,73
628	affine_residue	18,29,40,51,62,73,84
629	affine_residue	18,40,51,62,73,84,88
630	affine_residue	1,2,4,5,6,7,8,9
631	affine_residue	1,2,3,5,6,7,8,18
632	affine_residue	1,2,3,4,5,6,8,45
633	affine_residue	1,2,3,4,6,7,8,99
634	affine_residue	2,3,4,5,7,8,9,18
